# Renewables.ninja Wind power (Point API) - 55.788, 12.538 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Paris, electricity in kW,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Paris"""," ""electricity"": ""kW""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""55.78759154008641"""," ""lon"": ""12.537795731694663"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""500000"""," ""height"": ""80"""," ""turbine"": ""Vestas V90 2000"""," ""raw"": ""false""}}"
time,local_time,electricity,MW,,,,,,,,,,
08/07/2019 11.00,08/07/2019 13.00,212900.223,,,,,,,,,,,
08/07/2019 12.00,08/07/2019 14.00,227804.848,,,,,,,,,,,
08/07/2019 13.00,08/07/2019 15.00,246924.947,,,,,,,,,,,
08/07/2019 14.00,08/07/2019 16.00,267431.313,,,,,,,,,,,
08/07/2019 15.00,08/07/2019 17.00,280939.778,,,,,,,,,,,
08/07/2019 16.00,08/07/2019 18.00,287743.171,,,,,,,,,,,
08/07/2019 17.00,08/07/2019 19.00,277654.429,,,,,,,,,,,
08/07/2019 18.00,08/07/2019 20.00,256529.571,,,,,,,,,,,
08/07/2019 19.00,08/07/2019 21.00,278111.564,,,,,,,,,,,
08/07/2019 20.00,08/07/2019 22.00,307658.775,,,,,,,,,,,
08/07/2019 21.00,08/07/2019 23.00,327000.73,,,,,,,,,,,
08/07/2019 22.00,09/07/2019 00.00,332410.33,,,,,,,,,,,
08/07/2019 23.00,09/07/2019 01.00,328185.237,,,,,,,,,,,
09/07/2019 00.00,09/07/2019 02.00,322041.312,,,,,,,,,,,
09/07/2019 01.00,09/07/2019 03.00,312609.877,,,,,,,,,,,
09/07/2019 02.00,09/07/2019 04.00,304203.156,,,,,,,,,,,
09/07/2019 03.00,09/07/2019 05.00,284227.269,,,,,,,,,,,
09/07/2019 04.00,09/07/2019 06.00,255160.866,,,,,,,,,,,
09/07/2019 05.00,09/07/2019 07.00,226950.056,,,,,,,,,,,
09/07/2019 06.00,09/07/2019 08.00,214058.944,,,,,,,,,,,
09/07/2019 07.00,09/07/2019 09.00,218259.574,,,,,,,,,,,
09/07/2019 08.00,09/07/2019 10.00,225196.959,,,,,,,,,,,
09/07/2019 09.00,09/07/2019 11.00,227988.713,,,,,,,,,,,
09/07/2019 10.00,09/07/2019 12.00,226947.299,,,,,,,,,,,
09/07/2019 11.00,09/07/2019 13.00,231770.444,,,,,,,,,,,
09/07/2019 12.00,09/07/2019 14.00,249259.674,,,,,,,,,,,
09/07/2019 13.00,09/07/2019 15.00,272683.761,,,,,,,,,,,
09/07/2019 14.00,09/07/2019 16.00,290177.482,,,,,,,,,,,
09/07/2019 15.00,09/07/2019 17.00,295782.389,,,,,,,,,,,
09/07/2019 16.00,09/07/2019 18.00,291233.988,,,,,,,,,,,
09/07/2019 17.00,09/07/2019 19.00,273516.554,,,,,,,,,,,
09/07/2019 18.00,09/07/2019 20.00,234137.519,,,,,,,,,,,
09/07/2019 19.00,09/07/2019 21.00,236752.804,,,,,,,,,,,
09/07/2019 20.00,09/07/2019 22.00,268450.066,,,,,,,,,,,
09/07/2019 21.00,09/07/2019 23.00,286879.868,,,,,,,,,,,
09/07/2019 22.00,10/07/2019 00.00,290179.1,,,,,,,,,,,
09/07/2019 23.00,10/07/2019 01.00,293105.048,,,,,,,,,,,
10/07/2019 00.00,10/07/2019 02.00,290180.683,,,,,,,,,,,
10/07/2019 01.00,10/07/2019 03.00,286711.034,,,,,,,,,,,
10/07/2019 02.00,10/07/2019 04.00,285555.708,,,,,,,,,,,
10/07/2019 03.00,10/07/2019 05.00,272168,,,,,,,,,,,
10/07/2019 04.00,10/07/2019 06.00,245177.068,,,,,,,,,,,
10/07/2019 05.00,10/07/2019 07.00,240732.61,,,,,,,,,,,
10/07/2019 06.00,10/07/2019 08.00,239293.863,,,,,,,,,,,
10/07/2019 07.00,10/07/2019 09.00,255159.626,,,,,,,,,,,
10/07/2019 08.00,10/07/2019 10.00,278714.208,,,,,,,,,,,
10/07/2019 09.00,10/07/2019 11.00,296638.411,,,,,,,,,,,
10/07/2019 10.00,10/07/2019 12.00,310096.604,,,,,,,,,,,
10/07/2019 11.00,10/07/2019 13.00,317922.757,,,,,,,,,,,
10/07/2019 12.00,10/07/2019 14.00,320810.22,,,,,,,,,,,
10/07/2019 13.00,10/07/2019 15.00,318100.461,,,,,,,,,,,
10/07/2019 14.00,10/07/2019 16.00,313338.117,,,,,,,,,,,
10/07/2019 15.00,10/07/2019 17.00,308965.149,,,,,,,,,,,
10/07/2019 16.00,10/07/2019 18.00,303437.896,,,,,,,,,,,
10/07/2019 17.00,10/07/2019 19.00,276590.567,,,,,,,,,,,
10/07/2019 18.00,10/07/2019 20.00,254196.097,,,,,,,,,,,
10/07/2019 19.00,10/07/2019 21.00,266073.718,,,,,,,,,,,
10/07/2019 20.00,10/07/2019 22.00,272168,,,,,,,,,,,
10/07/2019 21.00,10/07/2019 23.00,265956.804,,,,,,,,,,,
10/07/2019 22.00,11/07/2019 00.00,256531.447,,,,,,,,,,,
10/07/2019 23.00,11/07/2019 01.00,248986.324,,,,,,,,,,,
11/07/2019 00.00,11/07/2019 02.00,242111.847,,,,,,,,,,,
11/07/2019 01.00,11/07/2019 03.00,226953.835,,,,,,,,,,,
11/07/2019 02.00,11/07/2019 04.00,209686.132,,,,,,,,,,,
11/07/2019 03.00,11/07/2019 05.00,179119.874,,,,,,,,,,,
11/07/2019 04.00,11/07/2019 06.00,129953.121,,,,,,,,,,,
11/07/2019 05.00,11/07/2019 07.00,88676.741,,,,,,,,,,,
11/07/2019 06.00,11/07/2019 08.00,60901.583,,,,,,,,,,,
11/07/2019 07.00,11/07/2019 09.00,50791.503,,,,,,,,,,,
11/07/2019 08.00,11/07/2019 10.00,48376.553,,,,,,,,,,,
11/07/2019 09.00,11/07/2019 11.00,44248.43,,,,,,,,,,,
11/07/2019 10.00,11/07/2019 12.00,39966.352,,,,,,,,,,,
11/07/2019 11.00,11/07/2019 13.00,36555.423,,,,,,,,,,,
11/07/2019 12.00,11/07/2019 14.00,34084.928,,,,,,,,,,,
11/07/2019 13.00,11/07/2019 15.00,33002.392,,,,,,,,,,,
11/07/2019 14.00,11/07/2019 16.00,31507.829,,,,,,,,,,,
11/07/2019 15.00,11/07/2019 17.00,32478.793,,,,,,,,,,,
11/07/2019 16.00,11/07/2019 18.00,35661.905,,,,,,,,,,,
11/07/2019 17.00,11/07/2019 19.00,39666.204,,,,,,,,,,,
11/07/2019 18.00,11/07/2019 20.00,50603.513,,,,,,,,,,,
11/07/2019 19.00,11/07/2019 21.00,52255.661,,,,,,,,,,,
11/07/2019 20.00,11/07/2019 22.00,40617.584,,,,,,,,,,,
11/07/2019 21.00,11/07/2019 23.00,25029.414,,,,,,,,,,,
11/07/2019 22.00,12/07/2019 00.00,14577.37,,,,,,,,,,,
11/07/2019 23.00,12/07/2019 01.00,11165.572,,,,,,,,,,,
12/07/2019 00.00,12/07/2019 02.00,12089.233,,,,,,,,,,,
12/07/2019 01.00,12/07/2019 03.00,14333.464,,,,,,,,,,,
12/07/2019 02.00,12/07/2019 04.00,17483.821,,,,,,,,,,,
12/07/2019 03.00,12/07/2019 05.00,18325.35,,,,,,,,,,,
12/07/2019 04.00,12/07/2019 06.00,14682.468,,,,,,,,,,,
12/07/2019 05.00,12/07/2019 07.00,9163.644,,,,,,,,,,,
12/07/2019 06.00,12/07/2019 08.00,9838.595,,,,,,,,,,,
12/07/2019 07.00,12/07/2019 09.00,11428.111,,,,,,,,,,,
12/07/2019 08.00,12/07/2019 10.00,12066.671,,,,,,,,,,,
12/07/2019 09.00,12/07/2019 11.00,13617.357,,,,,,,,,,,
12/07/2019 10.00,12/07/2019 12.00,16633.718,,,,,,,,,,,
12/07/2019 11.00,12/07/2019 13.00,19287.616,,,,,,,,,,,
12/07/2019 12.00,12/07/2019 14.00,19722.234,,,,,,,,,,,
12/07/2019 13.00,12/07/2019 15.00,18573.607,,,,,,,,,,,
12/07/2019 14.00,12/07/2019 16.00,15513.318,,,,,,,,,,,
12/07/2019 15.00,12/07/2019 17.00,12446.804,,,,,,,,,,,
12/07/2019 16.00,12/07/2019 18.00,11277.655,,,,,,,,,,,
12/07/2019 17.00,12/07/2019 19.00,12826.018,,,,,,,,,,,
12/07/2019 18.00,12/07/2019 20.00,17626.269,,,,,,,,,,,
12/07/2019 19.00,12/07/2019 21.00,19361.004,,,,,,,,,,,
12/07/2019 20.00,12/07/2019 22.00,16419.736,,,,,,,,,,,
12/07/2019 21.00,12/07/2019 23.00,13856.439,,,,,,,,,,,
12/07/2019 22.00,13/07/2019 00.00,11402.022,,,,,,,,,,,
12/07/2019 23.00,13/07/2019 01.00,8276.81,,,,,,,,,,,
13/07/2019 00.00,13/07/2019 02.00,4391.967,,,,,,,,,,,
13/07/2019 01.00,13/07/2019 03.00,2154.752,,,,,,,,,,,
13/07/2019 02.00,13/07/2019 04.00,3978.864,,,,,,,,,,,
13/07/2019 03.00,13/07/2019 05.00,6830.593,,,,,,,,,,,
13/07/2019 04.00,13/07/2019 06.00,7557.035,,,,,,,,,,,
13/07/2019 05.00,13/07/2019 07.00,9909.811,,,,,,,,,,,
13/07/2019 06.00,13/07/2019 08.00,15866.436,,,,,,,,,,,
13/07/2019 07.00,13/07/2019 09.00,24241.438,,,,,,,,,,,
13/07/2019 08.00,13/07/2019 10.00,36445.407,,,,,,,,,,,
13/07/2019 09.00,13/07/2019 11.00,50294.799,,,,,,,,,,,
13/07/2019 10.00,13/07/2019 12.00,67740.19,,,,,,,,,,,
13/07/2019 11.00,13/07/2019 13.00,93556.518,,,,,,,,,,,
13/07/2019 12.00,13/07/2019 14.00,121564.462,,,,,,,,,,,
13/07/2019 13.00,13/07/2019 15.00,145679.298,,,,,,,,,,,
13/07/2019 14.00,13/07/2019 16.00,160822.01,,,,,,,,,,,
13/07/2019 15.00,13/07/2019 17.00,168386.941,,,,,,,,,,,
13/07/2019 16.00,13/07/2019 18.00,164119.624,,,,,,,,,,,
13/07/2019 17.00,13/07/2019 19.00,142318.594,,,,,,,,,,,
13/07/2019 18.00,13/07/2019 20.00,111396.374,,,,,,,,,,,
13/07/2019 19.00,13/07/2019 21.00,94661.363,,,,,,,,,,,
13/07/2019 20.00,13/07/2019 22.00,85501.229,,,,,,,,,,,
13/07/2019 21.00,13/07/2019 23.00,87422.126,,,,,,,,,,,
13/07/2019 22.00,14/07/2019 00.00,104027.433,,,,,,,,,,,
13/07/2019 23.00,14/07/2019 01.00,126505.714,,,,,,,,,,,
14/07/2019 00.00,14/07/2019 02.00,141705.552,,,,,,,,,,,
14/07/2019 01.00,14/07/2019 03.00,143239.047,,,,,,,,,,,
14/07/2019 02.00,14/07/2019 04.00,136005.167,,,,,,,,,,,
14/07/2019 03.00,14/07/2019 05.00,114416.777,,,,,,,,,,,
14/07/2019 04.00,14/07/2019 06.00,73232.649,,,,,,,,,,,
14/07/2019 05.00,14/07/2019 07.00,44429.285,,,,,,,,,,,
14/07/2019 06.00,14/07/2019 08.00,20658.978,,,,,,,,,,,
14/07/2019 07.00,14/07/2019 09.00,3196.895,,,,,,,,,,,
14/07/2019 08.00,14/07/2019 10.00,1565.981,,,,,,,,,,,
14/07/2019 09.00,14/07/2019 11.00,5948.744,,,,,,,,,,,
14/07/2019 10.00,14/07/2019 12.00,10883.36,,,,,,,,,,,
14/07/2019 11.00,14/07/2019 13.00,19868.585,,,,,,,,,,,
14/07/2019 12.00,14/07/2019 14.00,31866.228,,,,,,,,,,,
14/07/2019 13.00,14/07/2019 15.00,43107.844,,,,,,,,,,,
14/07/2019 14.00,14/07/2019 16.00,50300.79,,,,,,,,,,,
14/07/2019 15.00,14/07/2019 17.00,47673.377,,,,,,,,,,,
14/07/2019 16.00,14/07/2019 18.00,42334.966,,,,,,,,,,,
14/07/2019 17.00,14/07/2019 19.00,38742.611,,,,,,,,,,,
14/07/2019 18.00,14/07/2019 20.00,40279.373,,,,,,,,,,,
14/07/2019 19.00,14/07/2019 21.00,49211.541,,,,,,,,,,,
14/07/2019 20.00,14/07/2019 22.00,56691.967,,,,,,,,,,,
14/07/2019 21.00,14/07/2019 23.00,66963.874,,,,,,,,,,,
14/07/2019 22.00,15/07/2019 00.00,81003.302,,,,,,,,,,,
14/07/2019 23.00,15/07/2019 01.00,92652.679,,,,,,,,,,,
15/07/2019 00.00,15/07/2019 02.00,102645.13,,,,,,,,,,,
15/07/2019 01.00,15/07/2019 03.00,115417.287,,,,,,,,,,,
15/07/2019 02.00,15/07/2019 04.00,132367.206,,,,,,,,,,,
15/07/2019 03.00,15/07/2019 05.00,146966.916,,,,,,,,,,,
15/07/2019 04.00,15/07/2019 06.00,145663.031,,,,,,,,,,,
15/07/2019 05.00,15/07/2019 07.00,152480.03,,,,,,,,,,,
15/07/2019 06.00,15/07/2019 08.00,160048.568,,,,,,,,,,,
15/07/2019 07.00,15/07/2019 09.00,165804.108,,,,,,,,,,,
15/07/2019 08.00,15/07/2019 10.00,167088.968,,,,,,,,,,,
15/07/2019 09.00,15/07/2019 11.00,174463.007,,,,,,,,,,,
15/07/2019 10.00,15/07/2019 12.00,193432.246,,,,,,,,,,,
15/07/2019 11.00,15/07/2019 13.00,210956.525,,,,,,,,,,,
15/07/2019 12.00,15/07/2019 14.00,220609.988,,,,,,,,,,,
15/07/2019 13.00,15/07/2019 15.00,223502.229,,,,,,,,,,,
15/07/2019 14.00,15/07/2019 16.00,218588.123,,,,,,,,,,,
15/07/2019 15.00,15/07/2019 17.00,204773.672,,,,,,,,,,,
15/07/2019 16.00,15/07/2019 18.00,181656.98,,,,,,,,,,,
15/07/2019 17.00,15/07/2019 19.00,160027.761,,,,,,,,,,,
15/07/2019 18.00,15/07/2019 20.00,142331.058,,,,,,,,,,,
15/07/2019 19.00,15/07/2019 21.00,137205.158,,,,,,,,,,,
15/07/2019 20.00,15/07/2019 22.00,138525.569,,,,,,,,,,,
15/07/2019 21.00,15/07/2019 23.00,140765.203,,,,,,,,,,,
15/07/2019 22.00,16/07/2019 00.00,154022.952,,,,,,,,,,,
15/07/2019 23.00,16/07/2019 01.00,161317.896,,,,,,,,,,,
16/07/2019 00.00,16/07/2019 02.00,151237.702,,,,,,,,,,,
16/07/2019 01.00,16/07/2019 03.00,124053.453,,,,,,,,,,,
16/07/2019 02.00,16/07/2019 04.00,89325.425,,,,,,,,,,,
16/07/2019 03.00,16/07/2019 05.00,76450.537,,,,,,,,,,,
16/07/2019 04.00,16/07/2019 06.00,76575.782,,,,,,,,,,,
16/07/2019 05.00,16/07/2019 07.00,70382.75,,,,,,,,,,,
16/07/2019 06.00,16/07/2019 08.00,58865.69,,,,,,,,,,,
16/07/2019 07.00,16/07/2019 09.00,54137.333,,,,,,,,,,,
16/07/2019 08.00,16/07/2019 10.00,63061.412,,,,,,,,,,,
16/07/2019 09.00,16/07/2019 11.00,87554.649,,,,,,,,,,,
16/07/2019 10.00,16/07/2019 12.00,130681.706,,,,,,,,,,,
16/07/2019 11.00,16/07/2019 13.00,195520.814,,,,,,,,,,,
16/07/2019 12.00,16/07/2019 14.00,272168,,,,,,,,,,,
16/07/2019 13.00,16/07/2019 15.00,333464.653,,,,,,,,,,,
16/07/2019 14.00,16/07/2019 16.00,372583.836,,,,,,,,,,,
16/07/2019 15.00,16/07/2019 17.00,385017.679,,,,,,,,,,,
16/07/2019 16.00,16/07/2019 18.00,376627.289,,,,,,,,,,,
16/07/2019 17.00,16/07/2019 19.00,352108.164,,,,,,,,,,,
16/07/2019 18.00,16/07/2019 20.00,294765.818,,,,,,,,,,,
16/07/2019 19.00,16/07/2019 21.00,267043.702,,,,,,,,,,,
16/07/2019 20.00,16/07/2019 22.00,277983.101,,,,,,,,,,,
16/07/2019 21.00,16/07/2019 23.00,288905.138,,,,,,,,,,,
16/07/2019 22.00,17/07/2019 00.00,294862.453,,,,,,,,,,,
16/07/2019 23.00,17/07/2019 01.00,298244.776,,,,,,,,,,,
17/07/2019 00.00,17/07/2019 02.00,278219.861,,,,,,,,,,,
17/07/2019 01.00,17/07/2019 03.00,258328.72,,,,,,,,,,,
17/07/2019 02.00,17/07/2019 04.00,235872.765,,,,,,,,,,,
17/07/2019 03.00,17/07/2019 05.00,201755.986,,,,,,,,,,,
17/07/2019 04.00,17/07/2019 06.00,139952.171,,,,,,,,,,,
17/07/2019 05.00,17/07/2019 07.00,111646.679,,,,,,,,,,,
17/07/2019 06.00,17/07/2019 08.00,87512.031,,,,,,,,,,,
17/07/2019 07.00,17/07/2019 09.00,72037.362,,,,,,,,,,,
17/07/2019 08.00,17/07/2019 10.00,64488.537,,,,,,,,,,,
17/07/2019 09.00,17/07/2019 11.00,63324.48,,,,,,,,,,,
17/07/2019 10.00,17/07/2019 12.00,68759.335,,,,,,,,,,,
17/07/2019 11.00,17/07/2019 13.00,78629.855,,,,,,,,,,,
17/07/2019 12.00,17/07/2019 14.00,87943.656,,,,,,,,,,,
17/07/2019 13.00,17/07/2019 15.00,90172.542,,,,,,,,,,,
17/07/2019 14.00,17/07/2019 16.00,87176.277,,,,,,,,,,,
17/07/2019 15.00,17/07/2019 17.00,79645.06,,,,,,,,,,,
17/07/2019 16.00,17/07/2019 18.00,69587.823,,,,,,,,,,,
17/07/2019 17.00,17/07/2019 19.00,58855.844,,,,,,,,,,,
17/07/2019 18.00,17/07/2019 20.00,50626.826,,,,,,,,,,,
17/07/2019 19.00,17/07/2019 21.00,42041.931,,,,,,,,,,,
17/07/2019 20.00,17/07/2019 22.00,29041.265,,,,,,,,,,,
17/07/2019 21.00,17/07/2019 23.00,17590.251,,,,,,,,,,,
17/07/2019 22.00,18/07/2019 00.00,10419.942,,,,,,,,,,,
17/07/2019 23.00,18/07/2019 01.00,6543.088,,,,,,,,,,,
18/07/2019 00.00,18/07/2019 02.00,5281.944,,,,,,,,,,,
18/07/2019 01.00,18/07/2019 03.00,5663.482,,,,,,,,,,,
18/07/2019 02.00,18/07/2019 04.00,8576.907,,,,,,,,,,,
18/07/2019 03.00,18/07/2019 05.00,12875.807,,,,,,,,,,,
18/07/2019 04.00,18/07/2019 06.00,17779.229,,,,,,,,,,,
18/07/2019 05.00,18/07/2019 07.00,19577.981,,,,,,,,,,,
18/07/2019 06.00,18/07/2019 08.00,26939.142,,,,,,,,,,,
18/07/2019 07.00,18/07/2019 09.00,32514.258,,,,,,,,,,,
18/07/2019 08.00,18/07/2019 10.00,34970.612,,,,,,,,,,,
18/07/2019 09.00,18/07/2019 11.00,39734.877,,,,,,,,,,,
18/07/2019 10.00,18/07/2019 12.00,49630.549,,,,,,,,,,,
18/07/2019 11.00,18/07/2019 13.00,59907.605,,,,,,,,,,,
18/07/2019 12.00,18/07/2019 14.00,70440.037,,,,,,,,,,,
18/07/2019 13.00,18/07/2019 15.00,78759.872,,,,,,,,,,,
18/07/2019 14.00,18/07/2019 16.00,84158.828,,,,,,,,,,,
18/07/2019 15.00,18/07/2019 17.00,86492.005,,,,,,,,,,,
18/07/2019 16.00,18/07/2019 18.00,86575.051,,,,,,,,,,,
18/07/2019 17.00,18/07/2019 19.00,93744.474,,,,,,,,,,,
18/07/2019 18.00,18/07/2019 20.00,109864.294,,,,,,,,,,,
18/07/2019 19.00,18/07/2019 21.00,134821.633,,,,,,,,,,,
18/07/2019 20.00,18/07/2019 22.00,155343.161,,,,,,,,,,,
18/07/2019 21.00,18/07/2019 23.00,170544.349,,,,,,,,,,,
18/07/2019 22.00,19/07/2019 00.00,185348.911,,,,,,,,,,,
18/07/2019 23.00,19/07/2019 01.00,190964.079,,,,,,,,,,,
19/07/2019 00.00,19/07/2019 02.00,201813.207,,,,,,,,,,,
19/07/2019 01.00,19/07/2019 03.00,212523.48,,,,,,,,,,,
19/07/2019 02.00,19/07/2019 04.00,216174.999,,,,,,,,,,,
19/07/2019 03.00,19/07/2019 05.00,212150.738,,,,,,,,,,,
19/07/2019 04.00,19/07/2019 06.00,183737.222,,,,,,,,,,,
19/07/2019 05.00,19/07/2019 07.00,143923.756,,,,,,,,,,,
19/07/2019 06.00,19/07/2019 08.00,128299.846,,,,,,,,,,,
19/07/2019 07.00,19/07/2019 09.00,135491.106,,,,,,,,,,,
19/07/2019 08.00,19/07/2019 10.00,144511.607,,,,,,,,,,,
19/07/2019 09.00,19/07/2019 11.00,156667.996,,,,,,,,,,,
19/07/2019 10.00,19/07/2019 12.00,168427.959,,,,,,,,,,,
19/07/2019 11.00,19/07/2019 13.00,176678.247,,,,,,,,,,,
19/07/2019 12.00,19/07/2019 14.00,175153.413,,,,,,,,,,,
19/07/2019 13.00,19/07/2019 15.00,163955.079,,,,,,,,,,,
19/07/2019 14.00,19/07/2019 16.00,146791.313,,,,,,,,,,,
19/07/2019 15.00,19/07/2019 17.00,122813.716,,,,,,,,,,,
19/07/2019 16.00,19/07/2019 18.00,96160.548,,,,,,,,,,,
19/07/2019 17.00,19/07/2019 19.00,70316.218,,,,,,,,,,,
19/07/2019 18.00,19/07/2019 20.00,56170.18,,,,,,,,,,,
19/07/2019 19.00,19/07/2019 21.00,52635.411,,,,,,,,,,,
19/07/2019 20.00,19/07/2019 22.00,46909.74,,,,,,,,,,,
19/07/2019 21.00,19/07/2019 23.00,36762.675,,,,,,,,,,,
19/07/2019 22.00,20/07/2019 00.00,26578.549,,,,,,,,,,,
19/07/2019 23.00,20/07/2019 01.00,18912.161,,,,,,,,,,,
20/07/2019 00.00,20/07/2019 02.00,12576.843,,,,,,,,,,,
20/07/2019 01.00,20/07/2019 03.00,5552.399,,,,,,,,,,,
20/07/2019 02.00,20/07/2019 04.00,2636.143,,,,,,,,,,,
20/07/2019 03.00,20/07/2019 05.00,1976.142,,,,,,,,,,,
20/07/2019 04.00,20/07/2019 06.00,5424.235,,,,,,,,,,,
20/07/2019 05.00,20/07/2019 07.00,14063.075,,,,,,,,,,,
20/07/2019 06.00,20/07/2019 08.00,32688.715,,,,,,,,,,,
20/07/2019 07.00,20/07/2019 09.00,55091.227,,,,,,,,,,,
20/07/2019 08.00,20/07/2019 10.00,77490.316,,,,,,,,,,,
20/07/2019 09.00,20/07/2019 11.00,95865.31,,,,,,,,,,,
20/07/2019 10.00,20/07/2019 12.00,106212.456,,,,,,,,,,,
20/07/2019 11.00,20/07/2019 13.00,113094.143,,,,,,,,,,,
20/07/2019 12.00,20/07/2019 14.00,135998.441,,,,,,,,,,,
20/07/2019 13.00,20/07/2019 15.00,183835.765,,,,,,,,,,,
20/07/2019 14.00,20/07/2019 16.00,242104.059,,,,,,,,,,,
20/07/2019 15.00,20/07/2019 17.00,290705.279,,,,,,,,,,,
20/07/2019 16.00,20/07/2019 18.00,327489.252,,,,,,,,,,,
20/07/2019 17.00,20/07/2019 19.00,359652.958,,,,,,,,,,,
20/07/2019 18.00,20/07/2019 20.00,399257.001,,,,,,,,,,,
20/07/2019 19.00,20/07/2019 21.00,410746.784,,,,,,,,,,,
20/07/2019 20.00,20/07/2019 22.00,409378.311,,,,,,,,,,,
20/07/2019 21.00,20/07/2019 23.00,360801.872,,,,,,,,,,,
20/07/2019 22.00,21/07/2019 00.00,278221.591,,,,,,,,,,,
20/07/2019 23.00,21/07/2019 01.00,208208.418,,,,,,,,,,,
21/07/2019 00.00,21/07/2019 02.00,163240.103,,,,,,,,,,,
21/07/2019 01.00,21/07/2019 03.00,139012.039,,,,,,,,,,,
21/07/2019 02.00,21/07/2019 04.00,113716.096,,,,,,,,,,,
21/07/2019 03.00,21/07/2019 05.00,91540.687,,,,,,,,,,,
21/07/2019 04.00,21/07/2019 06.00,73929.61,,,,,,,,,,,
21/07/2019 05.00,21/07/2019 07.00,79520.18,,,,,,,,,,,
21/07/2019 06.00,21/07/2019 08.00,113691.31,,,,,,,,,,,
21/07/2019 07.00,21/07/2019 09.00,164101.44,,,,,,,,,,,
21/07/2019 08.00,21/07/2019 10.00,228324.621,,,,,,,,,,,
21/07/2019 09.00,21/07/2019 11.00,293247.845,,,,,,,,,,,
21/07/2019 10.00,21/07/2019 12.00,333286.778,,,,,,,,,,,
21/07/2019 11.00,21/07/2019 13.00,350832.515,,,,,,,,,,,
21/07/2019 12.00,21/07/2019 14.00,358567.113,,,,,,,,,,,
21/07/2019 13.00,21/07/2019 15.00,368366.634,,,,,,,,,,,
21/07/2019 14.00,21/07/2019 16.00,383964.481,,,,,,,,,,,
21/07/2019 15.00,21/07/2019 17.00,397349.618,,,,,,,,,,,
21/07/2019 16.00,21/07/2019 18.00,405858.173,,,,,,,,,,,
21/07/2019 17.00,21/07/2019 19.00,399530.032,,,,,,,,,,,
21/07/2019 18.00,21/07/2019 20.00,384764.34,,,,,,,,,,,
21/07/2019 19.00,21/07/2019 21.00,359751.294,,,,,,,,,,,
21/07/2019 20.00,21/07/2019 22.00,336088.866,,,,,,,,,,,
21/07/2019 21.00,21/07/2019 23.00,328100.95,,,,,,,,,,,
21/07/2019 22.00,22/07/2019 00.00,317701.602,,,,,,,,,,,
21/07/2019 23.00,22/07/2019 01.00,302351.633,,,,,,,,,,,
22/07/2019 00.00,22/07/2019 02.00,292882.171,,,,,,,,,,,
22/07/2019 01.00,22/07/2019 03.00,291954.385,,,,,,,,,,,
22/07/2019 02.00,22/07/2019 04.00,259264.504,,,,,,,,,,,
22/07/2019 03.00,22/07/2019 05.00,226954.115,,,,,,,,,,,
22/07/2019 04.00,22/07/2019 06.00,180817.026,,,,,,,,,,,
22/07/2019 05.00,22/07/2019 07.00,151777.464,,,,,,,,,,,
22/07/2019 06.00,22/07/2019 08.00,145247.874,,,,,,,,,,,
22/07/2019 07.00,22/07/2019 09.00,173812.984,,,,,,,,,,,
22/07/2019 08.00,22/07/2019 10.00,205009.559,,,,,,,,,,,
22/07/2019 09.00,22/07/2019 11.00,223902.528,,,,,,,,,,,
22/07/2019 10.00,22/07/2019 12.00,214787.376,,,,,,,,,,,
22/07/2019 11.00,22/07/2019 13.00,177518.12,,,,,,,,,,,
22/07/2019 12.00,22/07/2019 14.00,164196.248,,,,,,,,,,,
22/07/2019 13.00,22/07/2019 15.00,181308.706,,,,,,,,,,,
22/07/2019 14.00,22/07/2019 16.00,212853.969,,,,,,,,,,,
22/07/2019 15.00,22/07/2019 17.00,233152.521,,,,,,,,,,,
22/07/2019 16.00,22/07/2019 18.00,235395.329,,,,,,,,,,,
22/07/2019 17.00,22/07/2019 19.00,236617.141,,,,,,,,,,,
22/07/2019 18.00,22/07/2019 20.00,224923.549,,,,,,,,,,,
22/07/2019 19.00,22/07/2019 21.00,224864.881,,,,,,,,,,,
22/07/2019 20.00,22/07/2019 22.00,222133.871,,,,,,,,,,,
22/07/2019 21.00,22/07/2019 23.00,211936.906,,,,,,,,,,,
22/07/2019 22.00,23/07/2019 00.00,217424.715,,,,,,,,,,,
22/07/2019 23.00,23/07/2019 01.00,245552.182,,,,,,,,,,,
23/07/2019 00.00,23/07/2019 02.00,266721.829,,,,,,,,,,,
23/07/2019 01.00,23/07/2019 03.00,261258.088,,,,,,,,,,,
23/07/2019 02.00,23/07/2019 04.00,245548.581,,,,,,,,,,,
23/07/2019 03.00,23/07/2019 05.00,225633.337,,,,,,,,,,,
23/07/2019 04.00,23/07/2019 06.00,195813.353,,,,,,,,,,,
23/07/2019 05.00,23/07/2019 07.00,207396.392,,,,,,,,,,,
23/07/2019 06.00,23/07/2019 08.00,231769.974,,,,,,,,,,,
23/07/2019 07.00,23/07/2019 09.00,262962.164,,,,,,,,,,,
23/07/2019 08.00,23/07/2019 10.00,300608.989,,,,,,,,,,,
